path,times_optimized,avg_percent_optimized,avg_optimized_latency_ms,number_hops
AZURE_JAPAN_EAST -> AWS_US_WEST_2_OREGON -> AWS_US_EAST_2_OHIO -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,1259,2.381560491782153,0.6641534070177701,3
GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1 -> AZURE_US_EAST -> AZURE_FRANCE_CENTRAL,1246,3.565903569028739,0.45067555902730955,2
AWS_US_WEST_2_OREGON -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,1241,8.481817039146167,1.6425132825975242,1
AZURE_US_EAST -> GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1,1162,5.408769399751023,0.23448288754234214,1
AZURE_FRANCE_CENTRAL -> AZURE_US_EAST -> GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1,1126,3.5847940603093487,0.4538512927311583,2
AWS_SA_EAST_1_SAO_PAULO -> GCP_US_SOUTH_1 -> GCP_AUSTRALIA_SOUTHEAST_1,993,2.003771395439502,0.6330164258983029,1
AZURE_SOUTH_AFRICA_NORTH -> AWS_EU_CENTRAL_1_FRANKFURT -> GCP_EUROPE_NORTH_1,978,4.804247454360766,1.0305982307172195,1
AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AZURE_JAPAN_EAST,954,12.907182166735275,2.4976632640563823,1
AZURE_JAPAN_EAST -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO,940,12.91974042909283,2.5018980498699688,1
GCP_AUSTRALIA_SOUTHEAST_1 -> GCP_US_SOUTH_1 -> AWS_SA_EAST_1_SAO_PAULO,865,1.60076469253716,0.5031077218470126,1
GCP_EUROPE_NORTH_1 -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_SOUTH_AFRICA_NORTH,861,4.412814996156634,0.941999598487922,1
AZURE_US_EAST -> AZURE_FRANCE_CENTRAL -> AWS_EU_CENTRAL_1_FRANKFURT,780,7.777705989240391,0.7711670685481897,1
AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL -> AZURE_US_EAST,740,5.627558685796341,0.546008551171917,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_FRANCE_CENTRAL -> AWS_EU_NORTH_1_STOCKHOLM,708,0.590076506430881,0.12965735961501523,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH -> GCP_AUSTRALIA_SOUTHEAST_1,686,0.5501037263376918,0.16985462592439826,1
AWS_US_WEST_1_CALIFORNIA -> AWS_US_WEST_2_OREGON -> AZURE_JAPAN_EAST,670,11.393516814409455,1.5269448176151377,1
AZURE_US_EAST -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,666,1.8353438895550633,0.2247991346901984,1
AZURE_JAPAN_EAST -> AWS_US_WEST_2_OREGON -> AWS_US_WEST_1_CALIFORNIA,664,13.116066426684746,1.7919676207433635,1
GCP_AUSTRALIA_SOUTHEAST_1 -> AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO,659,0.5829325620413162,0.17976750186210477,1
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_US_EAST,639,1.6754192460891049,0.20489910483837692,1
GCP_ASIA_EAST_1 -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,638,4.849337714262925,1.5183286646738237,1
AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AZURE_SOUTH_AFRICA_NORTH,631,1.2029554586163949,0.30581629188592974,1
AWS_US_WEST_2_OREGON -> AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AZURE_SOUTH_AFRICA_NORTH,631,6.376479699785742,2.051409599501064,2
AWS_US_WEST_1_CALIFORNIA -> AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AZURE_SOUTH_AFRICA_NORTH,624,1.670956634298093,0.513296764378951,2
AZURE_SOUTH_AFRICA_NORTH -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO,618,2.2275994131359833,0.5725178495927796,1
AZURE_SOUTH_AFRICA_NORTH -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_2_OREGON,617,6.339524432503241,2.0393320124923067,2
AZURE_SOUTH_AFRICA_NORTH -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_1_CALIFORNIA,613,1.6209827815681699,0.49789462505737125,2
AWS_EU_NORTH_1_STOCKHOLM -> AZURE_FRANCE_CENTRAL -> AWS_SA_EAST_1_SAO_PAULO,567,0.5499192192758184,0.12070992400285696,1
AZURE_BRAZIL_SOUTH -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_EU_NORTH_1_STOCKHOLM,513,0.9654656472912637,0.2086954418291237,1
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> GCP_ASIA_EAST_1,501,4.866465230866368,1.5246414890617621,1
AZURE_BRAZIL_SOUTH -> AZURE_US_EAST -> GCP_AUSTRALIA_SOUTHEAST_1,437,0.2420496222031998,0.07578463679170921,1
AWS_EU_NORTH_1_STOCKHOLM -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_BRAZIL_SOUTH,419,0.9295919436737021,0.2008229190931382,1
GCP_AUSTRALIA_SOUTHEAST_1 -> AZURE_US_EAST -> AZURE_BRAZIL_SOUTH,382,0.28134565477477835,0.08801078456218137,1
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> AWS_US_WEST_2_OREGON -> AZURE_JAPAN_EAST,312,2.1424548462307125,0.5978308935813192,2
AWS_EU_CENTRAL_1_FRANKFURT -> AWS_EU_NORTH_1_STOCKHOLM -> GCP_EUROPE_NORTH_1,271,27.283912606474924,1.3108427730355705,1
AZURE_JAPAN_EAST -> AWS_US_WEST_2_OREGON -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,265,2.1275478748798538,0.5936025343074136,2
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_FRANCE_CENTRAL,260,0.8202423286091332,0.1583308711699899,1
AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AWS_SA_EAST_1_SAO_PAULO,258,4.471793134234425,0.5960473701616703,1
AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL -> AZURE_SOUTH_AFRICA_NORTH,250,18.773817252843394,4.2284524207861995,1
AZURE_SOUTH_AFRICA_NORTH -> AZURE_FRANCE_CENTRAL -> AWS_EU_CENTRAL_1_FRANKFURT,250,12.949289676097386,2.722628684727535,1
GCP_EUROPE_NORTH_1 -> AWS_EU_NORTH_1_STOCKHOLM -> AWS_EU_CENTRAL_1_FRANKFURT,249,28.25590382326928,1.3785633267145325,1
AWS_EU_NORTH_1_STOCKHOLM -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_1_CALIFORNIA,249,1.971841545786146,0.34072076942541774,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO,234,4.126816412863565,0.5480510611153677,1
AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_US_EAST -> GCP_US_CENTRAL_1,229,4.577062652813035,0.5468106100319323,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_EU_NORTH_1_STOCKHOLM,224,0.8332811996769718,0.183094049171878,2
GCP_US_CENTRAL_1 -> AZURE_US_EAST -> AWS_EU_CENTRAL_1_FRANKFURT,215,10.821938127792684,1.3802958345433256,1
GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1 -> AWS_EU_CENTRAL_1_FRANKFURT,207,4.070275828634307,0.5305471427818509,1
AWS_EU_CENTRAL_1_FRANKFURT -> GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1,198,4.04368803968781,0.5272794539698894,1
GCP_EUROPE_NORTH_1 -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO,195,4.860615467498364,0.5960342394675342,1
AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> GCP_EUROPE_NORTH_1,192,4.298648755711898,0.5249412313176549,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH -> AZURE_US_EAST,189,2.8750735711674524,0.35671389047781943,1
GCP_EUROPE_NORTH_1 -> AWS_EU_NORTH_1_STOCKHOLM -> AWS_US_WEST_2_OREGON,188,11.99209779718371,2.297261724628155,1
AZURE_US_EAST -> AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO,186,10.495490751730397,1.4146597730829074,1
GCP_EUROPE_NORTH_1 -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_1_CALIFORNIA,186,1.5679066722202206,0.26677080236465756,2
AWS_US_WEST_2_OREGON -> AWS_EU_NORTH_1_STOCKHOLM -> GCP_EUROPE_NORTH_1,183,6.9930536917234605,1.2722464415629298,1
AWS_US_WEST_2_OREGON -> AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> GCP_EUROPE_NORTH_1,180,8.418223246481327,1.5321845906141274,2
GCP_EUROPE_NORTH_1 -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_2_OREGON,180,8.359586944445208,1.51855068231119,2
AWS_US_WEST_1_CALIFORNIA -> AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> GCP_EUROPE_NORTH_1,178,1.652652750889927,0.281523680358875,2
AWS_EU_NORTH_1_STOCKHOLM -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO,175,0.8077487450293463,0.17739570687990425,2
AWS_EU_NORTH_1_STOCKHOLM -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_US_WEST_2_OREGON,172,2.6352300128080652,0.4381080924108466,1
AWS_US_WEST_1_CALIFORNIA -> AWS_US_EAST_2_OHIO -> AWS_EU_NORTH_1_STOCKHOLM,158,1.4485222831314815,0.2504214758821177,1
AWS_US_WEST_2_OREGON -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_EU_NORTH_1_STOCKHOLM,156,2.994700424863972,0.49940216974380114,1
AZURE_FRANCE_CENTRAL -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_US_WEST_2_OREGON,148,7.5089575656203555,1.2216710640869515,1
AZURE_JAPAN_EAST -> AWS_US_WEST_2_OREGON -> AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AZURE_BRAZIL_SOUTH,146,2.728783518614908,0.761300191795139,3
AWS_EU_NORTH_1_STOCKHOLM -> AZURE_US_EAST -> AWS_SA_EAST_1_SAO_PAULO,143,5.943855408229249,1.3787932643382739,1
AWS_US_WEST_2_OREGON -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL,140,7.35992512307313,1.1960675278149728,1
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_1_CALIFORNIA,133,1.9270709973909006,0.3485930066074755,2
AZURE_FRANCE_CENTRAL -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,133,0.831767205676115,0.16056705718509034,1
AWS_US_WEST_1_CALIFORNIA -> AWS_US_EAST_2_OHIO -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,125,1.8927847373599649,0.34205454397815416,2
AWS_SA_EAST_1_SAO_PAULO -> AZURE_FRANCE_CENTRAL -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_EU_NORTH_1_STOCKHOLM,124,0.5987334031442582,0.13154299435955974,2
AZURE_SOUTH_AFRICA_NORTH -> AZURE_US_EAST -> GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1,119,0.20768068321552757,0.058389007623921296,2
AWS_SA_EAST_1_SAO_PAULO -> AZURE_US_EAST -> AWS_EU_NORTH_1_STOCKHOLM,119,0.46218832143012367,0.1015575941471808,1
GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1 -> AZURE_US_EAST -> AZURE_SOUTH_AFRICA_NORTH,118,0.14022367466218766,0.03937946935751446,2
GCP_US_CENTRAL_1 -> AWS_US_WEST_1_CALIFORNIA -> AZURE_JAPAN_EAST,108,3.1417402900367875,0.5007258883391902,1
AZURE_JAPAN_EAST -> AWS_US_WEST_1_CALIFORNIA -> GCP_US_CENTRAL_1,108,1.6723841795822758,0.26289306817354197,1
AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_2_OREGON,104,20.871334166971945,3.944317429786154,2
AWS_EU_NORTH_1_STOCKHOLM -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL -> AWS_SA_EAST_1_SAO_PAULO,104,0.5804762419816423,0.12745241837924526,2
AWS_US_WEST_1_CALIFORNIA -> AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AZURE_BRAZIL_SOUTH,100,0.5676284457047487,0.10053294095723753,2
AZURE_JAPAN_EAST -> AZURE_US_EAST -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,98,0.7901930649249711,0.220657173499883,2
AWS_US_WEST_2_OREGON -> AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AWS_EU_CENTRAL_1_FRANKFURT,98,2.9040257145348636,0.4459556101525708,2
AWS_EU_NORTH_1_STOCKHOLM -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_US_EAST,98,1.449480789822244,0.16154702966281465,1
GCP_EUROPE_NORTH_1 -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_US_WEST_2_OREGON,96,6.705480250409279,1.215444185280981,1
AZURE_BRAZIL_SOUTH -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_2_OREGON -> AZURE_JAPAN_EAST,95,2.7354006517004703,0.762512130460985,3
AZURE_US_EAST -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_EU_NORTH_1_STOCKHOLM,93,1.6773745612888358,0.18639333009716347,1
AWS_US_EAST_2_OHIO -> GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1,89,8.908011259595561,0.41961860093333925,1
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> GCP_EUROPE_NORTH_1,87,0.6561430326602946,0.14542517027014978,1
AWS_US_WEST_2_OREGON -> AWS_US_WEST_1_CALIFORNIA -> GCP_US_CENTRAL_1,85,7.889626684669104,0.5951546611525846,1
AZURE_BRAZIL_SOUTH -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_1_CALIFORNIA,84,0.5270024828818665,0.09338963459196714,2
GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1 -> AWS_US_EAST_2_OHIO,82,9.22042839172984,0.43509224541172925,1
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_US_EAST -> AZURE_JAPAN_EAST,81,0.727072516838223,0.2029724308186709,2
AWS_US_WEST_2_OREGON -> AWS_EU_CENTRAL_1_FRANKFURT -> GCP_EUROPE_NORTH_1,77,6.886912675302515,1.2510944064928613,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH -> AZURE_FRANCE_CENTRAL -> AWS_EU_CENTRAL_1_FRANKFURT,75,1.1903464769865257,0.240245666520425,2
GCP_US_CENTRAL_1 -> AZURE_US_EAST -> AWS_US_EAST_2_OHIO,75,8.701873258802017,0.3540247693793692,1
GCP_EUROPE_NORTH_1 -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,75,0.7307653335446473,0.16195425806836417,1
AWS_US_WEST_2_OREGON -> AWS_US_WEST_1_CALIFORNIA -> GCP_AUSTRALIA_SOUTHEAST_1,74,3.0750201724597304,0.5326364944512774,1
GCP_US_SOUTH_1 -> AWS_US_WEST_1_CALIFORNIA -> AWS_US_WEST_2_OREGON,73,8.837099547361603,0.6355460467428409,1
GCP_US_CENTRAL_1 -> AWS_US_WEST_1_CALIFORNIA -> AWS_US_WEST_2_OREGON,72,6.047516828546318,0.44483151674512555,1
AZURE_BRAZIL_SOUTH -> AZURE_US_EAST -> GCP_EUROPE_NORTH_1,72,10.514938973438781,2.5830543988427572,1
GCP_AUSTRALIA_SOUTHEAST_1 -> AWS_US_WEST_1_CALIFORNIA -> AWS_US_WEST_2_OREGON,70,2.705155378975055,0.46631394703711415,1
AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> GCP_US_CENTRAL_1,68,9.855468553399549,0.40676567204681185,1
AWS_US_WEST_2_OREGON -> AWS_US_WEST_1_CALIFORNIA -> GCP_US_SOUTH_1,68,7.380381036641548,0.5230698074028082,1
GCP_EUROPE_NORTH_1 -> AWS_EU_NORTH_1_STOCKHOLM -> AZURE_FRANCE_CENTRAL,61,3.540321240675648,0.15903758030021212,1
AZURE_JAPAN_EAST -> AWS_US_WEST_2_OREGON -> AWS_EU_CENTRAL_1_FRANKFURT,61,1.5989638655634075,0.38225507655848256,1
GCP_EUROPE_NORTH_1 -> AWS_EU_NORTH_1_STOCKHOLM -> AZURE_FRANCE_CENTRAL -> GCP_ASIA_EAST_1,61,5.009336822521382,1.3785848657342503,2
AWS_SA_EAST_1_SAO_PAULO -> AZURE_US_EAST -> AZURE_SOUTH_AFRICA_NORTH,59,0.5218521853364022,0.18563057965674812,1
AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL -> AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO,57,1.0613624356475504,0.21409293691057873,2
GCP_ASIA_EAST_1 -> AZURE_JAPAN_EAST -> AWS_US_WEST_2_OREGON,53,33.83688343036335,7.331051424701415,1
AWS_EU_CENTRAL_1_FRANKFURT -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_2_OREGON,51,2.439538807211006,0.3763258411637771,1
AZURE_SOUTH_AFRICA_NORTH -> AZURE_US_EAST -> AWS_SA_EAST_1_SAO_PAULO,51,8.794599040953099,3.4108754253846962,1
GCP_EUROPE_NORTH_1 -> AZURE_US_EAST -> AZURE_BRAZIL_SOUTH,50,0.6499813767835594,0.14360246539581734,1
AZURE_SOUTH_AFRICA_NORTH -> AZURE_US_EAST -> AWS_US_WEST_1_CALIFORNIA,47,0.6987058654823186,0.21696024039633555,1
AWS_US_WEST_1_CALIFORNIA -> AZURE_US_EAST -> AZURE_SOUTH_AFRICA_NORTH,46,0.6129021946267077,0.19003098691230402,1
AWS_US_WEST_2_OREGON -> AWS_US_EAST_2_OHIO -> AWS_EU_CENTRAL_1_FRANKFURT,46,3.1025550919927536,0.4817923499578436,1
AWS_EU_NORTH_1_STOCKHOLM -> GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1,45,1.0597354801001435,0.1445892644288599,1
AWS_US_WEST_1_CALIFORNIA -> GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1,45,4.7759236468579935,0.2998571931453219,1
AWS_US_WEST_2_OREGON -> AZURE_JAPAN_EAST -> GCP_ASIA_EAST_1,44,24.813835081023793,4.703759395221657,1
AWS_US_WEST_2_OREGON -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_SOUTH_AFRICA_NORTH,44,2.3023738858753307,0.7404483386380889,1
GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1 -> AWS_US_WEST_2_OREGON,43,5.718652501839749,0.42240071404173046,1
AZURE_JAPAN_EAST -> AZURE_FRANCE_CENTRAL -> GCP_EUROPE_NORTH_1,41,26.00568560573896,8.816494057606267,1
AZURE_SOUTH_AFRICA_NORTH -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_US_WEST_2_OREGON,39,2.438972330719469,0.7851177670440523,1
AWS_EU_CENTRAL_1_FRANKFURT -> AWS_US_WEST_2_OREGON -> AZURE_JAPAN_EAST,36,1.1583879528111907,0.2765750778583709,1
GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1 -> GCP_AUSTRALIA_SOUTHEAST_1,34,8.81865062699051,1.8075911909845117,1
GCP_AUSTRALIA_SOUTHEAST_1 -> GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1,34,9.237956535766479,1.8949777089480508,1
GCP_US_CENTRAL_1 -> GCP_US_SOUTH_1 -> AWS_US_WEST_1_CALIFORNIA,33,4.291976566222388,0.2674818306166511,1
GCP_US_SOUTH_1 -> AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO,32,1.4737749326332095,0.22940229289361014,1
GCP_ASIA_EAST_1 -> AWS_US_WEST_2_OREGON -> AWS_US_WEST_1_CALIFORNIA,31,2.0905347397484286,0.32805296386868577,1
GCP_ASIA_EAST_1 -> AZURE_FRANCE_CENTRAL -> AWS_EU_NORTH_1_STOCKHOLM -> GCP_EUROPE_NORTH_1,30,5.342980564416799,1.4710375796615438,2
AZURE_FRANCE_CENTRAL -> AWS_EU_NORTH_1_STOCKHOLM -> GCP_EUROPE_NORTH_1,30,2.1713078171611944,0.09660930330331538,1
AWS_US_WEST_2_OREGON -> AWS_US_EAST_2_OHIO -> AZURE_FRANCE_CENTRAL -> AWS_EU_CENTRAL_1_FRANKFURT,30,2.593786360346273,0.4006311101905635,2
AZURE_BRAZIL_SOUTH -> AZURE_FRANCE_CENTRAL -> AWS_EU_NORTH_1_STOCKHOLM,30,0.8188216517646119,0.17804136676810856,1
AZURE_SOUTH_AFRICA_NORTH -> GCP_US_CENTRAL_1 -> AWS_US_WEST_1_CALIFORNIA,28,0.41273855951228233,0.12698348831950979,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH -> AZURE_US_EAST -> AZURE_JAPAN_EAST,27,4.057406044820466,1.1696572517259363,2
AWS_US_WEST_1_CALIFORNIA -> GCP_US_CENTRAL_1 -> AZURE_SOUTH_AFRICA_NORTH,26,0.46696111945619956,0.14371852746360436,1
GCP_EUROPE_NORTH_1 -> AZURE_FRANCE_CENTRAL -> AZURE_JAPAN_EAST,26,3.0309077540750518,0.7862050470346438,1
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> GCP_US_CENTRAL_1,24,1.5548879318419528,0.2288963249270637,1
AWS_US_WEST_2_OREGON -> GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1,24,6.274831992003282,0.46613986230189114,1
GCP_US_CENTRAL_1 -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,23,1.9210568302553965,0.28405024301877135,1
GCP_ASIA_EAST_1 -> AZURE_JAPAN_EAST -> AWS_US_WEST_1_CALIFORNIA,23,2.288140594317345,0.36012840402849244,1
AZURE_SOUTH_AFRICA_NORTH -> AZURE_US_EAST -> AZURE_BRAZIL_SOUTH,23,16.969164963906593,7.245817771289021,1
AZURE_BRAZIL_SOUTH -> AZURE_US_EAST -> AZURE_SOUTH_AFRICA_NORTH,22,0.48483815155166976,0.1732731172523927,1
AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL -> AWS_US_EAST_2_OHIO -> AWS_US_WEST_2_OREGON,21,4.44449520825515,0.6874004381686616,2
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> GCP_US_CENTRAL_1 -> GCP_ASIA_EAST_1,20,3.385142369201044,1.057606935987676,2
AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO -> GCP_US_SOUTH_1 -> GCP_AUSTRALIA_SOUTHEAST_1,19,0.5226485868935704,0.16473130049952656,2
AZURE_SOUTH_AFRICA_NORTH -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL,19,51.7772319432188,19.81034615217045,1
GCP_ASIA_EAST_1 -> GCP_US_CENTRAL_1 -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,19,3.260329352480762,1.0171054354917664,2
GCP_US_SOUTH_1 -> GCP_US_CENTRAL_1 -> AWS_EU_NORTH_1_STOCKHOLM,19,1.7829922512033858,0.248010863173187,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH -> GCP_US_SOUTH_1,19,1.810955212101062,0.28360857371760584,1
AZURE_JAPAN_EAST -> AZURE_US_EAST -> AZURE_FRANCE_CENTRAL,19,56.6952377931206,31.169456963490166,1
AZURE_JAPAN_EAST -> AWS_US_WEST_1_CALIFORNIA -> AWS_US_WEST_2_OREGON,18,4.86341845977567,0.6549377390102668,1
GCP_ASIA_EAST_1 -> AZURE_FRANCE_CENTRAL -> AZURE_SOUTH_AFRICA_NORTH,18,43.334878467260616,29.904960127553043,1
AZURE_SOUTH_AFRICA_NORTH -> AZURE_FRANCE_CENTRAL -> GCP_ASIA_EAST_1,18,34.985095998110836,21.030279438653253,1
AZURE_FRANCE_CENTRAL -> AZURE_US_EAST -> AZURE_JAPAN_EAST,17,52.66906073617215,26.488054393977272,1
AWS_US_WEST_2_OREGON -> AWS_US_WEST_1_CALIFORNIA -> AZURE_JAPAN_EAST,17,65.04936087245245,23.86638780566607,1
AWS_SA_EAST_1_SAO_PAULO -> AZURE_US_EAST -> GCP_EUROPE_NORTH_1,17,2.3393880425006786,0.52394684090252,1
AZURE_JAPAN_EAST -> AWS_US_WEST_1_CALIFORNIA -> AWS_SA_EAST_1_SAO_PAULO,16,3.5832784612702007,1.032981711909997,1
AWS_US_WEST_1_CALIFORNIA -> AZURE_JAPAN_EAST -> GCP_ASIA_EAST_1,16,2.9602528767300407,0.46047284918699916,1
AWS_US_WEST_1_CALIFORNIA -> AWS_US_WEST_2_OREGON -> GCP_ASIA_EAST_1,16,1.502041235197027,0.23399426224273157,1
GCP_AUSTRALIA_SOUTHEAST_1 -> GCP_US_SOUTH_1 -> AWS_SA_EAST_1_SAO_PAULO -> AZURE_BRAZIL_SOUTH,15,0.34240462112411496,0.10758527878654833,2
AWS_SA_EAST_1_SAO_PAULO -> AWS_US_WEST_1_CALIFORNIA -> AZURE_JAPAN_EAST,14,3.155096222861531,0.9055262646922635,1
AWS_EU_NORTH_1_STOCKHOLM -> AZURE_FRANCE_CENTRAL -> AZURE_BRAZIL_SOUTH,14,0.5660524447460125,0.12283022864981452,1
GCP_EUROPE_NORTH_1 -> AZURE_US_EAST -> AWS_SA_EAST_1_SAO_PAULO,14,2.5978507851520116,0.5818804282690909,1
AZURE_FRANCE_CENTRAL -> AZURE_US_EAST -> AWS_US_WEST_1_CALIFORNIA,13,1.2788935796729684,0.19350497702991798,1
AWS_US_EAST_2_OHIO -> AZURE_US_EAST -> AWS_EU_CENTRAL_1_FRANKFURT -> AWS_EU_NORTH_1_STOCKHOLM,13,2.3813485921930666,0.28659977726000346,2
GCP_EUROPE_NORTH_1 -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_FRANCE_CENTRAL -> AZURE_JAPAN_EAST,13,36.91444350493762,14.780477567882578,2
AZURE_JAPAN_EAST -> AZURE_US_EAST -> AZURE_BRAZIL_SOUTH -> AWS_SA_EAST_1_SAO_PAULO,12,4.598894063396219,1.3303438852744875,2
AWS_EU_NORTH_1_STOCKHOLM -> AZURE_US_EAST -> GCP_US_CENTRAL_1,12,2.7849684719114864,0.3705482416004685,1
AZURE_FRANCE_CENTRAL -> AWS_EU_CENTRAL_1_FRANKFURT -> AZURE_SOUTH_AFRICA_NORTH,12,62.85576969377631,31.37394345001212,1
AZURE_JAPAN_EAST -> AWS_US_WEST_2_OREGON -> AWS_EU_NORTH_1_STOCKHOLM,11,3.5460019634657947,0.9196587271038559,1
